Timestamp,RTT (ms)
1750242650,37.433
1750242651,67.15
1750242655,22.429
1750242657,15.053
1750242658,27.614
1750242659,15.482
1750242660,17.037
1750242662,19.954
1750242663,16.446
1750242664,28.229
1750242665,48.167
1750242666,23.156
1750242667,14.641
1750242668,17.275
1750242669,31.318
1750242670,16.436
1750242671,17.274
1750242672,17.344
1750242673,20.429
1750242674,14.377
1750242675,17.93
1750242676,17.043
1750242678,74.215
1750242680,29.155
1750242684,15.325
1750242686,41.983
1750242687,51.364
1750242688,19.422
1750242689,15.582
1750242691,21.073
1750242692,16.776
1750242693,16.409
1750242697,14.684
1750242701,19.48
1750242703,20.692
1750242707,15.635
1750242711,15.174
1750242712,17.262
1750242716,63.848
1750242719,125.586
1750242722,15.807
1750242724,26.707
1750242725,26.996
1750242727,60
1750242728,69.396
1750242729,18.561
1750242732,15.144
1750242733,17.833
1750242740,69.523
1750242748,15.246
1750242758,18.934
1750242769,15.834
1750242772,75.777
1750242775,15.289
1750242778,19.335
1750242779,15.691
1750242780,15.913
1750242782,67.553
1750242783,57.364
1750242784,64.526
1750242786,51.498
1750242788,14.717
1750242791,16.019
1750242798,17.196
1750242800,17.031
1750242809,27.3
1750242810,76.662
1750242811,84.973
1750242812,55.401
1750242813,38.918
1750242814,30.222
1750242815,55.166
1750242816,15.002
1750242819,60.221
1750242820,60.987
1750242821,60.135
1750242822,20.151
1750242831,27.637
1750242833,29.602
1750242836,31.195
1750242839,23.009
1750242840,17.481
1750242841,20.79
1750242842,41.636
1750242843,47.395
1750242844,53.049
1750242845,26.272
1750242846,26.201
1750242847,46.376
1750242848,20.138
1750242849,17.951
1750242850,21.087
1750242851,39.293
1750242852,19.692
1750242853,33.048
1750242854,23.312
1750242856,58.108
1750242857,109.761
1750242858,61.092
1750242859,37.665
1750242860,20.608
1750242861,18.305
1750242862,38.822
1750242863,15.746
1750242864,46.836
1750242865,16.84
1750242866,52.632
1750242867,16.751
1750242868,24.764
1750242869,16.061
1750242870,47.057
1750242871,16.946
1750242872,20.453
1750242873,17.081
1750242874,47.899
1750242875,15.519
1750242876,25.871
1750242877,28.063
1750242878,21.378
1750242879,23.296
1750242880,37.509
1750242881,17.192
1750242882,29.461
1750242883,41.071
1750242884,29.881
1750242885,76.518
1750242886,57.009
1750242887,29.669
1750242888,17.788
1750242889,47.205
1750242890,22.71
1750242891,68.705
1750242892,46.302
1750242895,67.97
1750242898,26.284
1750242899,23.113
1750242906,26.791
1750242909,38.968
1750242910,55.048
1750242911,44.502
1750242913,17.191
1750242915,47.776
1750242917,16.591
1750242919,43.317
1750242923,17.79
1750242924,16.672
1750242925,72.216
1750242927,15.65
1750242930,21.224
1750242931,17.616
1750242933,85.103
1750242935,20.991
1750242936,29.717
1750242938,20.278
1750242939,20.957
1750242941,23.142
1750242945,15.209
1750242950,15.91
1750242952,25.089
1750242955,24.823
1750242962,15.573
1750242967,23.223
1750242975,33.084
1750242984,18.42
1750242985,36.784
1750242988,19.675
1750242991,60
1750242993,25.105
1750242994,16.844
1750242995,16.136
1750242997,23.079
1750242998,45.573
1750243000,26.264
1750243001,21.639
1750243002,51.217
1750243003,21.502
1750243004,62.506
1750243005,23.327
1750243007,24.213
1750243008,15.962
1750243009,17.726
1750243010,16.453
1750243011,33.803
1750243012,18.283
1750243013,18.732
1750243014,22.256
1750243015,18.163
1750243016,26.831
1750243017,17.105
1750243018,39.923
1750243019,27.195
1750243020,31.142
1750243021,192.242
1750243025,27.839
1750243028,15.204
1750243034,40.92
1750243036,37.46
1750243039,32.253
1750243041,43.894
1750243046,30.646
1750243048,16.103
1750243052,22.629
1750243055,23.922
1750243059,74.054
1750243060,43.806
1750243063,25.085
1750243068,16.661
1750243069,20.772
1750243070,26.797
1750243071,47.875
1750243072,43.045
1750243073,31.724
1750243074,15.928
1750243076,17.869
1750243077,17.602
1750243078,35.513
1750243080,26.794
1750243081,16.564
1750243082,24.237
1750243083,34.601
1750243085,23.114
1750243086,18.131
1750243088,21.489
1750243090,21.553
1750243091,19.382
1750243092,37.307
1750243096,17.073
1750243098,19.423
1750243099,35.63
1750243100,28.706
1750243101,21.664
1750243102,15.473
1750243103,16.866
1750243104,27.569
1750243105,16.74
1750243106,23.779
1750243107,21.468
1750243108,17.293
1750243109,31.506
1750243110,32.283
1750243111,36.567
1750243112,23.417
1750243113,15.534
1750243114,18.746
1750243115,33.76
1750243116,21.679
1750243117,40.891
1750243118,25.046
1750243119,32.532
1750243120,20.679
1750243121,17.135
1750243122,19.019
1750243123,50.166
1750243124,15.208
1750243125,20.786
1750243126,37.3
1750243127,22.295
1750243128,19.681
1750243129,40.352
1750243130,23.447
1750243131,24.357
1750243132,16.903
1750243133,19.842
1750243134,22.185
1750243135,32.723
1750243136,27.129
1750243137,19.718
1750243138,40.596
1750243139,28.705
1750243140,21.25
1750243141,54.431
1750243143,37.26
1750243144,25.593
1750243145,27.897
1750243147,16.392
1750243148,29.348
1750243149,25.079
1750243150,22.722
1750243151,18.45
1750243153,18.481
1750243155,18.73
1750243156,22.919
1750243157,32.597
1750243158,17.011
1750243161,22.482
1750243162,39.313
1750243163,16.582
1750243165,32.042
1750243167,15.157
1750243170,26.497
1750243171,16.831
1750243172,27.235
1750243174,18.58
1750243175,21.396
1750243176,31.152
1750243177,23.51
1750243178,15.655
1750243179,21.215
1750243181,17.142
1750243182,55.699
1750243183,41.509
1750243184,17.166
1750243185,20.187
1750243186,16.469
1750243187,17.007
1750243188,14.378
1750243190,23.201
1750243191,15.009
1750243192,42.252
1750243194,105.921
1750243195,22.212
1750243196,44.037
1750243197,25.674
1750243198,47.188
1750243200,60
1750243203,37.815
1750243207,38.865
1750243209,39.883
1750243210,30.638
1750243211,57.626
1750243214,39.993
1750243215,25.721
1750243218,18.403
1750243219,22.413
1750243221,15.773
1750243222,44.409
1750243224,23.878
1750243225,26.547
1750243228,58.467
1750243229,34.239
1750243230,21.51
1750243232,17.512
1750243234,17.119
1750243235,50.399
1750243237,30.645
1750243239,32.583
1750243240,15.65
1750243241,24.558
1750243242,20.035
1750243243,17.489
1750243245,60
1750243246,18.859
1750243248,15.59
1750243250,16.858
1750243251,16.477
1750243252,41.937
1750243254,16.961
1750243256,26.209
1750243261,18.19
1750243262,60
1750243265,14.45
1750243266,18.955
1750243267,15.921
1750243269,17.837
1750243274,16.02
1750243276,72.949
1750243277,22.005
1750243280,32.627
1750243281,25.433
1750243283,17.785
1750243284,19.081
1750243285,18.067
1750243286,23.322
1750243287,34.847
1750243288,38.448
1750243289,25.026
1750243290,47.493
1750243291,34.736
1750243292,32.279
1750243293,15.403
1750243294,18.197
1750243295,27.43
1750243296,32.178
1750243297,15.494
1750243298,45.772
1750243299,20.97
1750243300,20.09
1750243301,15.894
1750243302,17.725
1750243303,28.075
1750243304,18.852
1750243305,40.495
1750243306,15.625
1750243307,22.678
1750243308,14.303
1750243309,16.189
1750243310,26.093
1750243311,26.478
1750243312,34.65
1750243313,16.962
1750243314,34.514
1750243315,41.737
1750243317,20.627
1750243318,18.921
1750243319,31.509
1750243320,20.36
1750243321,33.305
1750243322,16.26
1750243323,36.946
1750243327,18.995
1750243328,20.138
1750243329,17.98
1750243331,15.483
1750243332,20.608
1750243336,15.243
1750243341,16.162
1750243347,42.882
1750243351,28.278
1750243356,21.96
1750243363,47.346
1750243368,24.942
1750243373,29.471
1750243377,17.72
1750243378,27.328
1750243379,28.98
1750243380,18.627
1750243381,18.295
1750243384,60
1750243385,19.948
1750243386,19.593
1750243388,18.426
1750243390,26.88
1750243393,32.106
1750243395,23.489
1750243396,17.066
1750243398,23.684
1750243399,15.803
1750243401,23.149
1750243404,34.321
1750243408,20.004
1750243412,20.806
1750243414,28.206
1750243416,21.234
1750243418,17.036
1750243420,19.27
1750243423,34.48
1750243427,22.965
1750243432,23.778
1750243433,20.162
1750243435,16.875
1750243440,41.581
1750243445,43.605
1750243448,19.586
1750243449,68.182
1750243450,28.304
1750243451,44.769
1750243453,60
1750243455,22.135
1750243458,26.448
1750243462,22.012
1750243463,32.085
1750243464,17.417
1750243465,19.37
1750243467,35.36
1750243469,18.827
1750243470,29.035
1750243471,19.469
1750243472,15.493
1750243473,47.086
1750243474,25.566
1750243477,40.747
1750243479,17.979
1750243481,31.571
1750243482,15.828
1750243483,15.41
1750243485,14.679
1750243487,18.735
1750243488,35.04
1750243489,30.904
1750243490,14.971
1750243492,21.905
1750243493,26.101
1750243495,22.907
1750243496,14.805
1750243499,68.628
1750243500,50.153
1750243501,41.742
1750243502,15.675
1750243504,26.614
1750243505,53.941
1750243507,43.098
1750243508,130.249
1750243509,114.296
1750243510,96.921
1750243511,59.547
1750243512,16.844
1750243513,59.629
1750243514,39.275
1750243515,25.333
1750243516,18.175
1750243517,109.336
1750243519,30.754
1750243520,20.549
1750243521,53.938
1750243522,31.647
1750243524,29.543
1750243525,19.12
1750243527,30.678
1750243528,30.514
1750243529,31.248
1750243532,17.936
1750243535,16.203
1750243538,16.018
1750243539,26.182
1750243540,15.905
1750243541,16.828
1750243542,25.674
1750243543,38.658
1750243544,21.434
1750243545,15.05
1750243546,25.336
1750243547,18.775
1750243548,22.787
1750243549,33.041
1750243550,14.872
1750243551,21.658
1750243552,32.505
1750243553,39.045
1750243554,18.76
1750243555,28.834
1750243556,30.173
1750243557,20.834
1750243558,25.238
1750243559,18.433
1750243560,22.979
1750243561,37.882
1750243562,26.804
1750243563,24.32
1750243564,24.4
1750243565,26.311
1750243566,17.15
1750243567,19.224
1750243568,18.456
1750243569,15.194
1750243570,24.403
1750243571,20.606
1750243572,62.713
1750243573,57.782
1750243574,22.627
1750243575,35.613
1750243576,19.984
1750243577,21.738
1750243578,29.702
1750243579,22.627
1750243580,34.155
1750243581,50.583
1750243582,28.437
1750243583,16.188
1750243584,19.52
1750243585,50.585
1750243586,26.521
1750243587,24.675
1750243588,46.987
1750243589,23.122
1750243590,37.047
1750243591,32.265
1750243592,28.515
1750243593,20.635
1750243594,22.016
1750243595,31.827
1750243596,17.757
1750243597,20.754
1750243598,23.486
1750243599,16.036
1750243600,40.024
1750243601,23.128
1750243602,17.433
1750243603,29.208
1750243604,20.658
1750243605,40.782
1750243606,30.048
1750243607,23.663
1750243608,41.071
1750243609,15.416
1750243610,15.36
1750243611,19.355
1750243612,23.214
1750243613,16.874
1750243614,18.688
1750243615,16.735
1750243616,30.548
1750243617,17.597
1750243618,34.668
1750243619,31.629
1750243620,27.565
1750243621,80.19
1750243622,35.465
1750243623,24.052
1750243624,32.619
1750243625,18.321
1750243626,51.383
1750243627,24.218
1750243629,20.138
1750243630,39.689
1750243631,41.819
1750243632,20.891
1750243633,25.794
1750243634,39.75
1750243635,23.108
1750243636,25.671
1750243637,18.516
1750243638,27.738
1750243639,17.754
1750243640,33.952
1750243641,27.446
1750243642,31.757
1750243643,24.768
1750243644,19.938
1750243645,16.743
1750243646,15.872
1750243647,19.737
1750243648,17.767
1750243649,15.946
1750243650,19.945
1750243651,16.888
1750243652,54.273
1750243655,27.251
1750243657,40.855
1750243659,37.73
1750243661,24.336
1750243663,20.209
1750243666,19.852
1750243668,17.441
1750243670,39.792
1750243671,30.343
1750243673,17.533
1750243674,51.393
1750243676,35.946
1750243678,20.529
1750243679,18.547
1750243681,60
1750243682,60
1750243683,60
1750243687,35.072
1750243688,19.701
1750243689,47.343
1750243690,23.011
1750243692,15.45
1750243693,16.002
1750243694,22.281
1750243695,16.607
1750243696,26.392
1750243698,31.154
1750243700,20.954
1750243702,33.814
1750243704,25.543
1750243706,15.308
1750243707,60
1750243708,60
1750243709,22.966
1750243712,39.748
1750243715,18.249
1750243717,17.675
1750243720,32.911
1750243724,16.912
1750243726,16.029
1750243731,27.911
1750243733,46.274
1750243736,60.584
1750243739,35.644
1750243742,70.517
1750243744,16.973
1750243748,24.301
1750243751,17.043
1750243753,20.883
1750243756,30.031
1750243759,30.589
1750243761,16.603
1750243763,16.684
1750243766,14.432
1750243767,18.48
1750243769,24.096
1750243771,27.65
1750243773,42.403
1750243775,17.678
1750243777,28.518
1750243779,14.416
1750243782,18.495
1750243785,25.101
1750243786,15.019
1750243788,32.027
1750243789,14.515
1750243791,22.389
1750243794,15.466
1750243795,16.721
1750243797,60
1750243798,91.529
1750243799,17.33
1750243800,25.632
1750243802,17.521
1750243803,31.846
1750243804,19.171
1750243805,23.712
1750243806,25.044
1750243807,60
1750243810,20.43
1750243811,32.657
1750243812,27.417
1750243813,27.65
1750243814,15.527
1750243815,30.263
1750243816,29.175
1750243817,25.361
1750243818,25.864
1750243819,20.737
1750243820,25.319
1750243821,18.603
1750243822,41.959
1750243823,22.132
1750243824,28.336
1750243825,45.582
1750243826,25.015
1750243827,31.541
1750243828,26.851
1750243829,17.129
1750243830,41.07
1750243831,48.563
1750243832,49.89
1750243833,21.887
1750243834,25.226
1750243835,26.931
1750243836,24.193
1750243837,21.135
1750243838,18.112
1750243839,17.146
1750243840,28.009
1750243841,18.75
1750243842,29.272
1750243843,30.51
1750243844,23.081
1750243845,30.477
1750243846,25.77
1750243847,21.996
1750243848,19.577
1750243849,29.035
1750243850,20.528
1750243851,35.719
1750243852,20.045
1750243853,29.552
1750243854,20.987
1750243855,19.512
1750243856,25.318
1750243857,32.913
1750243858,15.184
1750243859,37.574
1750243860,14.738
1750243861,93.505
1750243862,38.323
1750243863,36.954
1750243864,15.987
1750243865,50.207
1750243866,18.929
1750243867,17.78
1750243868,31.616
1750243869,23.72
1750243870,19.844
1750243871,30.193
1750243872,24.705
1750243873,27.158
1750243874,22.396
1750243875,32.566
1750243876,14.609
1750243877,22.386
1750243878,27.43
1750243879,19.929
1750243880,29.995
1750243881,19.215
1750243882,63.243
1750243883,32.738
1750243884,24.187
1750243885,16.85
1750243886,16.797
1750243887,54.97
1750243888,17.966
1750243893,132.527
1750243895,20.823
1750243898,20.047
1750243899,24.655
1750243901,17.473
1750243903,17.727
1750243905,15.129
1750243908,15.321
1750243912,21.896
1750243917,18.674
1750243921,14.749
1750243924,14.484
1750243928,19.037
1750243933,16.335
1750243937,18.749
1750243941,31.335
1750243944,20.557
1750243945,14.596
1750243947,19.078
1750243950,35.205
1750243951,21.676
1750243952,19.303
1750243954,28.743
1750243955,28.223
1750243956,19.45
1750243957,18.737
1750243958,87.107
1750243961,50.484
1750243962,46.156
1750243963,24.87
1750243964,50.732
1750243965,23.753
1750243966,22.022
1750243967,44.585
1750243968,32.24
1750243969,51.062
1750243970,28.194
1750243971,14.872
1750243972,19.319
1750243973,47.211
1750243974,49.285
1750243975,24.541
1750243976,46.749
1750243977,42.686
1750243978,18.823
1750243979,15.686
1750243980,29.637
1750243981,52.511
1750243982,39.981
1750243983,16.182
1750243984,32.668
1750243985,15.274
1750243986,27.5
1750243987,16
1750243988,25.109
1750243989,33.903
1750243990,23.158
1750243991,19.904
1750243992,28.423
1750243993,47.7
1750243994,14.663
1750243995,17.843
1750243996,19.545
1750243997,16.4
1750243998,19
1750243999,17.994
1750244000,19.773
1750244001,23.242
1750244002,16.512
1750244003,20.341
1750244004,24.867
1750244005,21.437
1750244006,17.898
1750244007,21.06
1750244008,19.004
1750244009,35.909
1750244010,25.788
1750244011,19.244
1750244012,18.275
1750244013,17.735
1750244014,41.421
1750244015,18.728
1750244016,31.995
1750244017,29.449
1750244018,21.595
1750244019,16.934
1750244020,18.225
1750244021,39.742
1750244022,19.79
1750244023,15.025
1750244024,18.377
1750244025,23.242
1750244027,31.052
1750244028,15.629
1750244029,18.185
1750244030,17.445
1750244031,19.675
1750244032,14.593
1750244033,15.581
1750244034,23.379
1750244035,24.432
1750244036,43.7
1750244037,164.654
1750244038,28
1750244040,40.043
1750244042,60
1750244043,60
1750244044,60
1750244045,60
1750244050,19.706
1750244051,22.857
1750244055,19.859
1750244060,17.706
1750244061,37.23
1750244062,33.285
1750244063,40.448
1750244064,16.286
1750244066,20.993
1750244067,29.454
1750244068,21.816
1750244069,19.697
1750244070,18.747
1750244072,22.082
1750244080,16.427
1750244088,45.81
1750244089,40.56
1750244090,17.873
1750244092,19.874
1750244094,21.548
1750244096,32.307
1750244098,21.655
1750244102,15.172
1750244104,25.06
1750244105,28.925
1750244106,16.643
1750244108,21.004
1750244111,25.739
1750244113,59.698
1750244116,23.442
1750244118,20.311
1750244120,29.199
1750244122,22.3
1750244123,16.003
1750244124,62.12
1750244134,65.033
1750244135,18.124
1750244136,46.672
1750244138,39.967
1750244139,35.422
1750244140,54.901
1750244142,17.874
1750244143,23.65
1750244145,88.164
1750244146,79.45
1750244147,24.391
1750244148,17.696
1750244149,31.023
1750244150,41.261
1750244151,94.392
1750244152,26.068
1750244153,137.543
1750244154,16.762
1750244155,30.361
1750244156,22.394
1750244157,23.87
1750244158,27.367
1750244159,26.544
1750244160,22.897
1750244161,23.234
1750244162,26.401
1750244163,32.278
1750244164,16.05
1750244165,27.554
1750244166,22.521
1750244167,33.323
1750244168,16.754
1750244169,14.837
1750244170,23.668
1750244171,26.33
1750244173,25.073
1750244175,15.23
1750244176,18.834
1750244177,16.122
1750244178,18.981
1750244180,35.62
1750244181,17.003
1750244182,58.816
1750244183,27.521
1750244190,20.201
1750244191,16.951
1750244196,15.182
1750244202,32.442
1750244204,50.825
1750244208,103.41
1750244218,31.614
1750244219,23.826
1750244220,26.318
1750244221,20.086
1750244222,32.33
1750244223,23.246
1750244224,22.002
1750244225,28.251
1750244226,22.2
1750244227,18.165
1750244228,24.572
1750244229,25.879
1750244230,17.957
1750244231,16.684
1750244232,18.692
1750244233,19.674
1750244234,26.75
1750244235,18.222
1750244236,29.878
1750244237,24.197
1750244238,16.006
1750244239,16.813
1750244240,24.506
1750244241,24.668
1750244242,21.756
1750244243,37.908
1750244244,39.018
1750244245,15.803
1750244246,21.873
1750244247,34.697
1750244248,39.831
1750244249,23.047
1750244250,20.018
1750244251,16.484
1750244252,42.158
1750244253,26.657
1750244254,22.793
1750244255,28.707
1750244256,27.012
1750244257,17.32
1750244258,28.185
1750244259,67.665
1750244260,19.015
1750244261,23.308
1750244262,63.499
1750244263,20.041
1750244264,40.62
1750244265,39.773
1750244266,48.2
1750244267,18.326
1750244268,43.765
1750244269,71.015
1750244270,29.998
1750244271,66.673
1750244272,14.899
1750244273,22.92
1750244274,26.88
1750244275,34.559
1750244276,24.24
1750244277,18.156
1750244278,17.216
1750244279,20.891
1750244281,49.819
1750244282,26.373
1750244283,29.391
1750244284,24.08
1750244285,20.813
1750244286,18.269
1750244287,32.138
1750244288,16.031
1750244289,43.163
1750244290,43.886
1750244291,30.7
1750244292,16.009
1750244293,14.919
1750244294,17.031
1750244295,15.521
1750244296,30.478
1750244297,32.811
1750244298,17.65
1750244299,26.839
1750244300,39.646
1750244301,25.01
1750244302,26.681
1750244303,16.731
1750244304,39.715
1750244305,39.884
1750244306,42.034
1750244307,48.708
1750244308,21.634
1750244309,21.771
1750244310,19.15
1750244311,18.923
1750244312,18.431
1750244313,16.254
1750244314,18.68
1750244315,16.942
1750244316,30.341
1750244317,18.238
1750244318,32.479
1750244319,20.933
1750244320,41.325
1750244321,30.409
1750244322,24.006
1750244324,29.163
1750244326,60
1750244327,60
1750244328,60
1750244329,60
1750244331,60
1750244332,60
1750244333,32.517
1750244334,59.058
1750244340,30.376
1750244345,25.597
1750244350,26.64
1750244356,39.341
1750244362,17.137
1750244369,35.847
1750244373,27.882
1750244375,41.784
1750244379,26.901
1750244384,30.618
1750244385,24.007
1750244388,16.088
1750244392,39.172
1750244397,18.104
1750244401,15.02
1750244406,22.527
1750244408,17.528
1750244411,14.581
1750244413,15.281
1750244419,21.378
1750244420,17.985
1750244421,23.872
1750244422,16.994
1750244423,20.167
1750244424,25.935
1750244425,20.913
1750244426,30.363
1750244427,45.771
1750244428,15.597
1750244429,41.352
1750244430,23.811
1750244431,20.017
1750244432,15.953
1750244433,28.198
1750244434,17.963
1750244435,38.566
1750244436,33.69
1750244437,53.892
1750244438,20.674
1750244439,17.336
1750244440,29.933
1750244441,19.379
1750244442,15.295
1750244443,28.8
1750244444,31.772
1750244445,30.764
1750244446,16.182
1750244447,18.618
1750244448,19.872
1750244449,17.406
1750244450,17.895
1750244451,21.887
1750244452,35.597
1750244453,17.383
1750244454,17.415
1750244455,20.56
1750244456,23.491
1750244457,19.067
1750244458,15.217
1750244459,19.421
1750244460,20.328
1750244461,30.009
1750244462,20.881
1750244463,44.948
1750244464,24.621
1750244465,22.683
1750244466,19.04
1750244467,20.634
1750244468,18.719
1750244469,16.086
1750244470,23.759
1750244471,22.486
1750244472,15.976
1750244473,27.235
1750244474,22.101
1750244475,20.821
1750244476,32.884
1750244477,28.006
1750244478,32.422
1750244479,15.178
1750244480,40.1
1750244481,36.756
1750244482,16.589
1750244483,26.346
1750244484,16.111
1750244485,25.258
1750244486,19.29
1750244487,29.719
1750244488,19.626
1750244489,35.576
1750244490,38.296
1750244491,41.728
1750244492,26.538
1750244493,14.81
1750244494,45.761
1750244495,22.908
1750244496,48.173
1750244497,37.446
1750244498,19.331
1750244499,30.845
1750244500,21.572
1750244501,39.225
1750244502,27.048
1750244503,23.006
1750244504,19.293
1750244505,31.173
1750244506,32.796
1750244507,17.556
1750244509,34.578
1750244510,20.47
1750244511,16.104
1750244512,15.788
1750244513,29.119
1750244514,24.712
1750244515,26.529
1750244516,17.281
1750244517,42.141
1750244518,36.336
1750244519,26.842
1750244520,37.804
1750244521,62.936
1750244522,43.952
1750244523,36.691
1750244524,39.873
1750244525,20.648
1750244526,40.452
1750244527,16.849
1750244528,18.515
1750244529,21.65
1750244530,27.287
1750244531,15.796
1750244532,26.822
1750244533,28.101
1750244534,39.718
1750244535,33.253
1750244536,30.379
1750244537,17.12
1750244538,34.82
1750244539,29.5
1750244540,15.907
1750244541,27.343
1750244542,38.934
1750244543,17.104
1750244544,22.329
1750244545,32.115
1750244546,21.068
1750244547,31.776
1750244548,16.051
1750244549,31.473
1750244550,21.211
1750244551,29.699
1750244552,15.235
1750244553,16.75
1750244554,25.04
1750244555,21.442
1750244556,19.541
1750244557,36.457
1750244558,27.139
1750244559,40.254
1750244560,41.011
1750244561,36.231
1750244562,26.777
1750244563,18.678
1750244564,36.117
1750244565,69.945
1750244566,27.835
1750244568,60
1750244569,60
1750244570,60
1750244571,60
1750244572,60
1750244573,60
1750244576,15.202
1750244580,21.434
1750244583,18.097
1750244590,18.419
1750244593,35.732
1750244594,39.974
1750244595,33.298
1750244596,127.099
1750244597,67.679
1750244599,43.477
1750244605,50.617
1750244606,24.931
1750244608,17.221
1750244609,21.281
1750244610,40.76
1750244612,54.555
1750244613,18.068
1750244614,47.248
1750244615,42.281
1750244616,23.69
1750244617,21.805
1750244618,17.646
1750244619,21.646
1750244620,17.619
1750244621,19.949
1750244622,23.209
1750244623,15.845
1750244624,16.948
1750244625,23.536
1750244626,20.658
1750244627,17.312
1750244628,34.42
1750244629,23.481
1750244630,17.117
1750244631,30.971
1750244632,34.002
1750244633,14.555
1750244634,16.007
1750244635,20.732
1750244636,36.009
1750244637,23.245
1750244638,14.377
1750244639,27.652
1750244641,21.001
1750244642,25.809
1750244643,16.102
1750244644,16.958
1750244645,22.646
1750244646,61.785
1750244647,16.559
1750244648,27.533
1750244649,50.933
1750244650,25.25
1750244651,23.231
1750244652,24.684
1750244653,30.48
1750244654,14.817
1750244655,16.083
1750244656,24.778
1750244657,42.613
1750244658,32.752
1750244659,37.496
1750244660,18.252
1750244661,14.866
1750244662,22.097
1750244663,26.676
1750244664,41.293
1750244665,19.665
1750244666,26.061
1750244667,14.471
1750244668,18.481
1750244669,36.704
1750244670,48.17
1750244671,47.795
1750244677,37.02
1750244685,19.024
1750244686,26.56
1750244690,20.072
1750244691,18.585
1750244692,34.643
1750244694,38.405
1750244695,27.69
1750244697,16.654
1750244698,19.28
1750244701,25.814
1750244703,31.462
1750244705,17.736
1750244706,35.795
1750244707,44.205
1750244708,46.974
1750244710,16.318
1750244712,15.648
1750244713,28.061
1750244714,16.749
1750244715,21
1750244716,38.977
1750244718,18.554
1750244719,24.963
1750244720,15.572
1750244721,19.161
1750244726,20.745
1750244729,28.4
1750244731,16.945
1750244733,19.826
1750244735,48.111
1750244738,18.91
1750244740,18.056
1750244741,20.605
1750244742,24.296
1750244743,45.76
1750244745,37.278
1750244746,27.442
1750244747,39.563
1750244748,35.113
1750244750,18.933
1750244751,23.98
1750244752,25.898
1750244753,35.755
1750244755,24.495
1750244756,58.262
1750244757,25.743
1750244758,19.818
1750244759,37.669
1750244760,24.011
1750244761,46.346
1750244763,44.998
1750244764,19.788
1750244766,32.713
1750244771,70.287
1750244772,17.714
1750244773,48.499
1750244774,23.304
1750244775,36.479
1750244777,20.084
1750244778,31.448
1750244779,16.325
1750244780,25.885
1750244781,21.48
1750244782,21.319
1750244783,60
1750244785,19.424
1750244786,20.097
1750244789,22.251
1750244791,14.848
1750244792,24.823
1750244794,29.642
1750244796,25.183
1750244797,15.411
1750244799,25.65
1750244800,29.312
1750244803,17.89
1750244805,19.769
1750244808,60
1750244809,67.046
1750244811,21.528
1750244813,60
1750244815,16.87
1750244817,41.411
1750244819,25.936
1750244820,18.468
1750244822,18.293
1750244823,42.867
1750244824,20.282
1750244825,19.72
1750244826,35.485
1750244827,25.259
1750244829,27.015
1750244830,29.651
1750244831,26.748
1750244832,35.717
1750244833,25.367
1750244834,18.614
1750244835,19.695
1750244836,24.55
1750244837,15.679
1750244838,18.156
1750244840,28.535
1750244841,27.852
1750244842,24.848
1750244843,17.395
1750244844,41.243
1750244845,24.453
1750244846,15.815
1750244847,47.807
1750244848,22.619
1750244849,32.798
1750244850,32.82
1750244851,16.301
1750244852,21.216
1750244853,16.916
1750244854,15.011
1750244855,23.999
1750244856,29.104
1750244857,37.746
1750244858,37.879
1750244859,17.415
1750244860,28.68
1750244861,16.824
1750244862,15.746
1750244863,15.713
1750244864,15.785
1750244865,20.565
1750244866,18.879
1750244867,22.147
1750244868,21.442
1750244869,32.927
1750244870,18.829
